# auto-generated calibration poses (right-arm frame), self-collision/torso/mount/reach checked (mirror of validated left set, m=[-1,-1,-1,1,-1,1,-1])
-0.0000,-0.0000,-0.0000,0.3000,-0.0000,0.0000,-0.0000
0.7209,0.3386,-0.7829,0.4329,0.4817,0.3937,0.8420
1.9930,2.2569,0.6962,0.8066,-0.0108,0.0496,-1.2305
0.8000,1.1422,-0.5011,0.3063,0.0738,-0.3065,0.1289
0.5365,2.1887,-1.0624,1.1758,0.9373,0.3072,-0.5420
-0.6302,1.0809,0.2039,0.9404,-0.8155,-0.1146,-0.1606
0.1673,0.3015,0.9910,1.6368,0.6440,0.1977,-0.6903
-0.5551,1.3427,0.4542,0.5116,-0.8657,-0.0475,-1.1264
0.2561,1.3200,0.2083,1.5429,0.1570,0.3611,1.0465
1.3499,1.1729,-0.3840,0.3626,1.0518,-0.0890,-0.3089
-0.4178,0.6337,-1.0726,0.9396,-0.4625,-0.3001,0.6448
-0.0158,1.0801,-0.3145,0.3751,-0.1961,-0.5040,-0.3246
1.8523,2.1342,1.0999,1.1152,-0.7054,-0.1067,-0.7801
2.6933,2.5488,-0.8507,1.1457,-0.5404,0.5164,-0.6994
0.9189,1.7366,-0.7111,0.3739,-0.4930,-0.2321,-0.2823
3.0299,2.1424,-0.2839,0.1629,0.6093,-0.0376,-0.8156
0.3945,0.4860,-0.5154,1.3007,0.2675,-0.3796,-0.4861
0.4138,1.1246,-1.2796,0.7869,0.1378,0.1848,-0.4401
1.0108,0.7356,1.2345,1.2873,0.8445,0.4578,0.0559
1.3500,1.1968,-0.9057,1.2028,-0.2442,-0.0954,-0.0916
1.3468,0.7781,-0.0104,0.6247,-0.7687,-0.0955,-0.7134
1.7003,2.2926,-1.0917,0.8895,-0.2945,-0.3568,-0.4754
0.3992,0.7314,1.2589,1.2958,-0.6940,-0.0360,0.8598
-0.4566,1.0852,-0.3434,1.3551,-0.4477,-0.1300,0.2946
1.4467,1.1365,1.0346,0.2847,0.3660,-0.1327,-0.5760
-0.5758,0.3728,1.0952,0.5858,1.2547,0.3047,-0.8298
0.5103,1.3525,-1.2849,1.0834,0.3701,0.0126,0.7853
-0.1734,0.7779,0.4638,0.1817,0.6638,-0.3625,0.2780
-0.3594,1.0106,-1.0039,0.7355,0.6511,0.3029,0.5166
2.3510,2.2905,-1.2474,0.5065,-0.2572,-0.3155,-0.3317
1.0172,0.4955,1.1803,0.5162,-0.5555,0.0873,0.4294
2.3230,2.2796,0.9288,0.1572,0.0881,-0.1932,-0.4437
0.9341,0.7880,-0.2536,1.4147,-0.0946,-0.1810,-0.1596
2.4296,1.6644,-1.1973,0.1693,0.7520,-0.0103,-0.0291
1.7818,1.3008,0.6223,0.1076,0.2931,0.2612,0.3931
-0.3141,0.2740,0.5381,1.3011,0.5076,-0.4159,0.0757
-0.5457,1.9641,-1.2502,0.7400,0.2262,0.1945,0.0475
3.0554,1.8666,-0.2214,0.4808,0.2018,0.1083,-0.1007
1.1313,1.2560,-0.5748,0.6210,0.3392,-0.2650,0.6059
-0.3559,1.1486,1.1553,0.5907,0.6063,-0.2628,0.5461
